Unnamed: 0,ADA,BNB,BTC,DOGE,EOS,ETH,IOTA,LTC,NEO,VET,XLM,XMR,XRP,Publish Date,ada,bnb,btc,doge,eos,eth,ltc,miota,neo,vet,xlm,xmr,xrp
,,,,,,,,,,,,,,2020-11-17,30.0,23.0,416.0,21.0,11.0,195.0,23.0,11.0,25.0,11.0,13.0,30.0,31.0
,,,,,,,,,,,,,,2020-11-18,31.0,32.0,630.0,22.0,11.0,211.0,21.0,6.0,17.0,4.0,8.0,38.0,27.0
,,,,,,,,,,,,,,2020-11-19,30.0,28.0,703.0,20.0,7.0,193.0,13.0,22.0,22.0,8.0,7.0,26.0,21.0
,,,,,,,,,,,,,,2020-11-20,31.0,30.0,505.0,30.0,6.0,173.0,15.0,19.0,25.0,4.0,6.0,33.0,18.0
,,,,,,,,,,,,,,2020-11-21,29.0,36.0,554.0,21.0,14.0,208.0,15.0,11.0,20.0,4.0,4.0,37.0,47.0
,,,,,,,,,,,,,,2020-11-22,23.0,32.0,488.0,61.0,7.0,151.0,13.0,4.0,26.0,8.0,9.0,27.0,97.0
,,,,,,,,,,,,,,2020-11-23,34.0,33.0,412.0,49.0,10.0,169.0,10.0,7.0,11.0,7.0,12.0,29.0,73.0
,,,,,,,,,,,,,,2020-11-24,34.0,38.0,471.0,49.0,11.0,259.0,9.0,7.0,27.0,7.0,15.0,38.0,118.0
,,,,,,,,,,,,,,2020-11-25,66.0,82.0,593.0,86.0,9.0,286.0,10.0,9.0,26.0,10.0,47.0,24.0,170.0
,,,,,,,,,,,,,,2020-11-26,54.0,62.0,545.0,49.0,9.0,207.0,7.0,11.0,34.0,12.0,35.0,24.0,106.0
,,,,,,,,,,,,,,2020-11-27,22.0,39.0,642.0,29.0,5.0,176.0,9.0,7.0,23.0,15.0,17.0,18.0,94.0
,,,,,,,,,,,,,,2020-11-28,24.0,48.0,396.0,14.0,9.0,180.0,9.0,19.0,17.0,7.0,13.0,31.0,60.0
,,,,,,,,,,,,,,2020-11-29,35.0,31.0,329.0,23.0,6.0,143.0,8.0,11.0,16.0,9.0,23.0,28.0,81.0
,,,,,,,,,,,,,,2020-11-30,31.0,37.0,365.0,20.0,8.0,138.0,6.0,9.0,18.0,4.0,16.0,26.0,73.0
,,,,,,,,,,,,,,2020-12-01,25.0,49.0,583.0,40.0,12.0,232.0,12.0,14.0,19.0,4.0,30.0,29.0,85.0
,,,,,,,,,,,,,,2020-12-02,37.0,46.0,577.0,23.0,8.0,256.0,15.0,16.0,22.0,10.0,12.0,23.0,74.0
,,,,,,,,,,,,,,2020-12-03,39.0,41.0,439.0,16.0,11.0,226.0,17.0,11.0,20.0,8.0,9.0,32.0,60.0
,,,,,,,,,,,,,,2020-12-04,27.0,25.0,278.0,32.0,4.0,127.0,8.0,9.0,12.0,8.0,11.0,22.0,39.0
,,,,,,,,,,,,,,2020-12-05,26.0,35.0,360.0,20.0,5.0,189.0,6.0,3.0,24.0,7.0,8.0,21.0,64.0
,,,,,,,,,,,,,,2020-12-06,38.0,44.0,342.0,31.0,4.0,159.0,1.0,4.0,15.0,6.0,6.0,33.0,43.0
,,,,,,,,,,,,,,2020-12-07,30.0,40.0,336.0,25.0,4.0,163.0,13.0,5.0,21.0,8.0,8.0,25.0,59.0
,,,,,,,,,,,,,,2020-12-08,35.0,30.0,422.0,20.0,9.0,233.0,7.0,12.0,19.0,16.0,8.0,39.0,79.0
,,,,,,,,,,,,,,2020-12-09,32.0,39.0,400.0,31.0,11.0,197.0,6.0,19.0,18.0,14.0,12.0,31.0,55.0
,,,,,,,,,,,,,,2020-12-10,42.0,44.0,450.0,23.0,5.0,180.0,6.0,13.0,17.0,9.0,14.0,24.0,49.0
,,,,,,,,,,,,,,2020-12-11,33.0,37.0,415.0,15.0,5.0,222.0,8.0,14.0,13.0,6.0,11.0,27.0,81.0
,,,,,,,,,,,,,,2020-12-12,50.0,46.0,416.0,15.0,7.0,195.0,6.0,11.0,17.0,10.0,9.0,29.0,119.0
,,,,,,,,,,,,,,2020-12-13,43.0,27.0,322.0,19.0,4.0,140.0,5.0,15.0,16.0,4.0,15.0,25.0,107.0
,,,,,,,,,,,,,,2020-12-14,37.0,40.0,319.0,13.0,4.0,115.0,5.0,12.0,17.0,9.0,11.0,31.0,66.0
,,,,,,,,,,,,,,2020-12-15,33.0,40.0,406.0,19.0,6.0,202.0,11.0,10.0,13.0,4.0,12.0,31.0,52.0
,,,,,,,,,,,,,,2020-12-16,49.0,49.0,447.0,21.0,9.0,184.0,7.0,6.0,10.0,8.0,14.0,37.0,34.0
,,,,,,,,,,,,,,2020-12-17,31.0,46.0,939.0,22.0,12.0,219.0,8.0,9.0,19.0,8.0,9.0,31.0,66.0
,,,,,,,,,,,,,,2020-12-18,45.0,58.0,1134.0,51.0,10.0,214.0,15.0,6.0,30.0,11.0,17.0,34.0,71.0
,,,,,,,,,,,,,,2020-12-19,35.0,47.0,648.0,20.0,16.0,180.0,17.0,13.0,26.0,10.0,17.0,24.0,50.0
,,,,,,,,,,,,,,2020-12-20,31.0,55.0,512.0,34.0,6.0,148.0,15.0,2.0,27.0,8.0,17.0,23.0,37.0
,,,,,,,,,,,,,,2020-12-21,35.0,47.0,537.0,69.0,6.0,139.0,18.0,2.0,17.0,5.0,10.0,21.0,34.0
,,,,,,,,,,,,,,2020-12-22,38.0,59.0,586.0,100.0,8.0,178.0,23.0,5.0,31.0,10.0,9.0,23.0,44.0
,,,,,,,,,,,,,,2020-12-23,34.0,64.0,570.0,42.0,8.0,194.0,13.0,9.0,38.0,11.0,21.0,28.0,125.0
,,,,,,,,,,,,,,2020-12-24,41.0,66.0,527.0,55.0,11.0,197.0,13.0,15.0,21.0,8.0,26.0,28.0,221.0
,,,,,,,,,,,,,,2020-12-25,33.0,65.0,425.0,36.0,10.0,162.0,12.0,10.0,17.0,12.0,16.0,28.0,192.0
,,,,,,,,,,,,,,2020-12-26,12.0,53.0,439.0,36.0,6.0,101.0,6.0,3.0,15.0,3.0,12.0,20.0,98.0
,,,,,,,,,,,,,,2020-12-27,30.0,55.0,706.0,45.0,4.0,137.0,20.0,8.0,17.0,4.0,6.0,32.0,84.0
,,,,,,,,,,,,,,2020-12-28,41.0,60.0,600.0,47.0,4.0,151.0,15.0,6.0,14.0,3.0,8.0,38.0,85.0
,,,,,,,,,,,,,,2020-12-29,39.0,81.0,532.0,46.0,13.0,216.0,10.0,3.0,20.0,15.0,9.0,35.0,97.0
,,,,,,,,,,,,,,2020-12-30,38.0,61.0,557.0,47.0,7.0,197.0,21.0,5.0,25.0,21.0,19.0,38.0,206.0
,,,,,,,,,,,,,,2020-12-31,45.0,75.0,757.0,37.0,9.0,159.0,12.0,10.0,24.0,15.0,23.0,35.0,141.0
,,,,,,,,,,,,,,2021-01-01,58.0,75.0,662.0,38.0,5.0,185.0,10.0,4.0,18.0,11.0,13.0,27.0,81.0
,,,,,,,,,,,,,,2021-01-02,30.0,60.0,555.0,102.0,3.0,142.0,13.0,5.0,19.0,9.0,16.0,67.0,52.0
,,,,,,,,,,,,,,2021-01-03,34.0,91.0,1142.0,1057.0,10.0,184.0,20.0,10.0,24.0,17.0,22.0,75.0,49.0
,,,,,,,,,,,,,,2021-01-04,45.0,115.0,1072.0,710.0,11.0,292.0,36.0,13.0,16.0,16.0,16.0,63.0,68.0
,,,,,,,,,,,,,,2021-01-05,56.0,151.0,875.0,466.0,13.0,326.0,22.0,16.0,21.0,23.0,37.0,76.0,77.0
,,,,,,,,,,,,,,2021-01-06,63.0,165.0,769.0,295.0,14.0,294.0,33.0,12.0,16.0,20.0,57.0,49.0,119.0
,,,,,,,,,,,,,,2021-01-07,99.0,155.0,977.0,289.0,7.0,313.0,18.0,13.0,29.0,26.0,86.0,59.0,78.0
,,,,,,,,,,,,,,2021-01-08,101.0,209.0,1469.0,263.0,5.0,296.0,24.0,16.0,23.0,29.0,47.0,29.0,112.0
,,,,,,,,,,,,,,2021-01-09,66.0,191.0,1125.0,228.0,13.0,271.0,28.0,12.0,23.0,20.0,44.0,45.0,72.0
,,,,,,,,,,,,,,2021-01-10,62.0,121.0,821.0,179.0,11.0,189.0,18.0,19.0,19.0,14.0,26.0,40.0,46.0
,,,,,,,,,,,,,,2021-01-11,69.0,132.0,873.0,215.0,34.0,274.0,29.0,13.0,26.0,14.0,28.0,49.0,53.0
,,,,,,,,,,,,,,2021-01-12,63.0,110.0,1356.0,288.0,24.0,304.0,19.0,6.0,20.0,12.0,21.0,50.0,53.0
,,,,,,,,,,,,,,2021-01-13,58.0,127.0,875.0,138.0,16.0,228.0,23.0,10.0,31.0,14.0,26.0,46.0,57.0
,,,,,,,,,,,,,,2021-01-14,65.0,105.0,800.0,133.0,12.0,243.0,18.0,14.0,21.0,10.0,25.0,53.0,71.0
,,,,,,,,,,,,,,2021-01-15,80.0,114.0,883.0,159.0,16.0,257.0,22.0,8.0,14.0,7.0,29.0,39.0,58.0
,,,,,,,,,,,,,,2021-01-16,87.0,115.0,717.0,130.0,15.0,241.0,17.0,15.0,24.0,10.0,19.0,39.0,46.0
,,,,,,,,,,,,,,2021-01-17,103.0,107.0,620.0,105.0,7.0,197.0,17.0,13.0,16.0,14.0,26.0,36.0,44.0
,,,,,,,,,,,,,,2021-01-18,108.0,87.0,519.0,92.0,7.0,180.0,8.0,5.0,10.0,7.0,13.0,30.0,42.0
,,,,,,,,,,,,,,2021-01-19,91.0,79.0,573.0,115.0,18.0,214.0,28.0,7.0,21.0,15.0,24.0,46.0,44.0
,,,,,,,,,,,,,,2021-01-20,69.0,121.0,659.0,103.0,16.0,410.0,16.0,12.0,27.0,17.0,22.0,41.0,67.0
,,,,,,,,,,,,,,2021-01-21,77.0,97.0,622.0,102.0,5.0,319.0,25.0,13.0,18.0,23.0,19.0,35.0,71.0
,,,,,,,,,,,,,,2021-01-22,92.0,86.0,772.0,86.0,10.0,254.0,11.0,6.0,19.0,12.0,19.0,32.0,43.0
,,,,,,,,,,,,,,2021-01-23,81.0,63.0,763.0,99.0,10.0,232.0,11.0,11.0,18.0,13.0,19.0,27.0,35.0
,,,,,,,,,,,,,,2021-01-24,69.0,62.0,459.0,77.0,5.0,157.0,14.0,16.0,20.0,10.0,11.0,37.0,43.0
,,,,,,,,,,,,,,2021-01-25,35.0,70.0,431.0,81.0,9.0,184.0,17.0,9.0,8.0,8.0,12.0,18.0,23.0
,,,,,,,,,,,,,,2021-01-26,76.0,73.0,497.0,70.0,11.0,317.0,18.0,8.0,20.0,11.0,25.0,37.0,37.0
,,,,,,,,,,,,,,2021-01-27,41.0,47.0,334.0,63.0,6.0,176.0,13.0,6.0,14.0,3.0,17.0,32.0,33.0
,,,,,,,,,,,,,,2021-01-28,37.0,25.0,324.0,92.0,4.0,175.0,11.0,1.0,3.0,3.0,4.0,15.0,28.0
,,,,,,,,,,,,,,2021-01-29,84.0,130.0,885.0,8782.0,5.0,469.0,26.0,9.0,19.0,15.0,23.0,46.0,103.0
,,,,,,,,,,,,,,2021-01-30,89.0,614.0,1484.0,48493.0,7.0,748.0,42.0,13.0,27.0,18.0,77.0,41.0,181.0
,,,,,,,,,,,,,,2021-01-31,87.0,353.0,920.0,26312.0,14.0,662.0,35.0,8.0,16.0,16.0,53.0,33.0,631.0
,,,,,,,,,,,,,,2021-02-01,85.0,305.0,793.0,16509.0,18.0,556.0,33.0,8.0,15.0,25.0,56.0,41.0,922.0
,,,,,,,,,,,,,,2021-02-02,133.0,333.0,895.0,13776.0,28.0,546.0,35.0,18.0,38.0,25.0,65.0,44.0,2759.0
,,,,,,,,,,,,,,2021-02-03,205.0,250.0,844.0,9156.0,16.0,714.0,55.0,17.0,41.0,25.0,98.0,49.0,418.0
,,,,,,,,,,,,,,2021-02-04,177.0,279.0,804.0,9590.0,22.0,741.0,47.0,21.0,37.0,23.0,57.0,47.0,257.0
,,,,,,,,,,,,,,2021-02-05,154.0,295.0,717.0,19685.0,10.0,598.0,40.0,20.0,33.0,25.0,41.0,43.0,274.0
,,,,,,,,,,,,,,2021-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,2021-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,2021-02-08,5.0,3.0,13.0,711.0,0.0,11.0,1.0,2.0,1.0,0.0,3.0,1.0,2.0
,,,,,,,,,,,,,,2021-02-09,293.0,248.0,771.0,10373.0,9.0,285.0,21.0,30.0,14.0,31.0,27.0,45.0,78.0
,,,,,,,,,,,,,,2021-02-10,328.0,354.0,1207.0,11773.0,21.0,488.0,37.0,32.0,40.0,46.0,23.0,48.0,114.0
,,,,,,,,,,,,,,2021-02-11,481.0,344.0,850.0,7030.0,14.0,395.0,61.0,43.0,34.0,32.0,44.0,78.0,173.0
,,,,,,,,,,,,,,2021-02-12,609.0,432.0,1102.0,6570.0,31.0,497.0,65.0,76.0,49.0,36.0,64.0,77.0,192.0
,,,,,,,,,,,,,,2021-02-13,384.0,331.0,1014.0,7402.0,37.0,420.0,76.0,35.0,38.0,68.0,74.0,68.0,207.0
,,,,,,,,,,,,,,2021-02-14,269.0,290.0,832.0,4331.0,24.0,366.0,136.0,44.0,54.0,74.0,82.0,68.0,252.0
,,,,,,,,,,,,,,2021-02-15,237.0,249.0,943.0,6511.0,14.0,350.0,105.0,38.0,43.0,39.0,62.0,60.0,138.0
,,,,,,,,,,,,,,2021-02-16,250.0,267.0,860.0,6491.0,26.0,420.0,74.0,35.0,37.0,48.0,58.0,60.0,167.0
,,,,,,,,,,,,,,2021-02-17,131.0,122.0,528.0,2097.0,13.0,215.0,33.0,17.0,22.0,17.0,18.0,32.0,89.0
,,,,,,,,,,,,,,2021-02-18,133.0,111.0,545.0,1768.0,6.0,146.0,33.0,17.0,12.0,15.0,25.0,19.0,55.0
,,,,,,,,,,,,,,2021-02-19,311.0,298.0,1054.0,4598.0,20.0,629.0,67.0,45.0,33.0,32.0,66.0,71.0,128.0
,,,,,,,,,,,,,,2021-02-20,313.0,713.0,1318.0,2752.0,17.0,563.0,81.0,50.0,38.0,27.0,51.0,73.0,120.0
,,,,,,,,,,,,,,2021-02-21,509.0,432.0,1138.0,2679.0,17.0,627.0,78.0,31.0,45.0,49.0,52.0,66.0,108.0
,,,,,,,,,,,,,,2021-02-22,283.0,345.0,1025.0,2589.0,13.0,456.0,56.0,28.0,82.0,29.0,50.0,44.0,129.0
,,,,,,,,,,,,,,2021-02-23,299.0,330.0,1150.0,2657.0,15.0,569.0,59.0,24.0,40.0,27.0,48.0,53.0,270.0
,,,,,,,,,,,,,,2021-02-24,299.0,348.0,1490.0,2920.0,25.0,604.0,60.0,18.0,40.0,22.0,40.0,54.0,193.0
,,,,,,,,,,,,,,2021-02-25,266.0,255.0,1075.0,2847.0,15.0,506.0,54.0,48.0,34.0,39.0,39.0,44.0,134.0
,,,,,,,,,,,,,,2021-02-26,409.0,276.0,879.0,1891.0,17.0,462.0,51.0,31.0,33.0,20.0,45.0,64.0,133.0
,,,,,,,,,,,,,,2021-02-27,522.0,221.0,871.0,1841.0,10.0,525.0,37.0,26.0,21.0,20.0,32.0,73.0,122.0
,,,,,,,,,,,,,,2021-02-28,635.0,224.0,698.0,1599.0,11.0,394.0,35.0,19.0,28.0,27.0,56.0,59.0,73.0
,,,,,,,,,,,,,,2021-03-01,112.0,43.0,163.0,499.0,5.0,137.0,10.0,3.0,2.0,9.0,5.0,6.0,20.0
,,,,,,,,,,,,,,2021-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,2021-03-03,174.0,115.0,318.0,766.0,9.0,203.0,16.0,10.0,20.0,11.0,23.0,25.0,36.0
,,,,,,,,,,,,,,2021-03-04,360.0,245.0,722.0,1416.0,13.0,468.0,41.0,28.0,41.0,47.0,37.0,58.0,134.0
,,,,,,,,,,,,,,2021-03-05,311.0,196.0,671.0,1666.0,13.0,422.0,41.0,31.0,23.0,40.0,40.0,44.0,101.0
,,,,,,,,,,,,,,2021-03-06,86.0,52.0,199.0,440.0,2.0,97.0,12.0,4.0,5.0,16.0,3.0,17.0,36.0
,,,,,,,,,,,,,,2021-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,2021-03-08,23.0,27.0,50.0,140.0,1.0,31.0,3.0,2.0,2.0,2.0,3.0,2.0,6.0
,,,,,,,,,,,,,,2021-03-09,104.0,120.0,418.0,1733.0,0.0,221.0,17.0,16.0,15.0,30.0,10.0,30.0,42.0
,,,,,,,,,,,,,,2021-03-10,220.0,316.0,748.0,1992.0,6.0,494.0,36.0,30.0,31.0,39.0,30.0,51.0,92.0
,,,,,,,,,,,,,,2021-03-11,180.0,303.0,769.0,1480.0,7.0,470.0,39.0,27.0,23.0,56.0,29.0,58.0,98.0
,,,,,,,,,,,,,,2021-03-12,170.0,288.0,730.0,1356.0,14.0,416.0,28.0,27.0,26.0,46.0,27.0,46.0,73.0
,,,,,,,,,,,,,,2021-03-13,199.0,287.0,667.0,1409.0,10.0,378.0,39.0,19.0,19.0,48.0,36.0,47.0,69.0
,,,,,,,,,,,,,,2021-03-14,165.0,288.0,977.0,1971.0,11.0,421.0,44.0,12.0,23.0,30.0,24.0,55.0,61.0
,,,,,,,,,,,,,,2021-03-15,131.0,218.0,716.0,2150.0,10.0,390.0,46.0,22.0,30.0,28.0,37.0,40.0,63.0
,,,,,,,,,,,,,,2021-03-16,150.0,248.0,685.0,1262.0,8.0,375.0,37.0,25.0,23.0,69.0,43.0,33.0,71.0
,,,,,,,,,,,,,,2021-03-17,293.0,246.0,781.0,1436.0,16.0,462.0,40.0,30.0,39.0,69.0,38.0,58.0,106.0
,,,,,,,,,,,,,,2021-03-18,194.0,154.0,485.0,964.0,9.0,268.0,38.0,24.0,22.0,23.0,21.0,35.0,43.0
,,,,,,,,,,,,,,2021-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,2021-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,2021-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,2021-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,2021-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,2021-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,2021-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,2021-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,2021-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,2021-03-28,38.0,46.0,118.0,127.0,3.0,77.0,5.0,11.0,11.0,8.0,9.0,8.0,6.0
,,,,,,,,,,,,,,2021-03-29,110.0,175.0,464.0,718.0,3.0,287.0,32.0,13.0,8.0,37.0,18.0,31.0,51.0
,,,,,,,,,,,,,,2021-03-30,128.0,218.0,592.0,665.0,23.0,448.0,35.0,33.0,37.0,33.0,40.0,65.0,84.0
,,,,,,,,,,,,,,2021-03-31,148.0,279.0,645.0,728.0,15.0,375.0,39.0,13.0,34.0,42.0,22.0,44.0,84.0
,,,,,,,,,,,,,,2021-04-01,192.0,257.0,717.0,713.0,15.0,405.0,38.0,17.0,41.0,36.0,38.0,58.0,80.0
,,,,,,,,,,,,,,2021-04-02,182.0,212.0,637.0,1858.0,18.0,455.0,40.0,46.0,31.0,35.0,30.0,49.0,103.0
,,,,,,,,,,,,,,2021-04-03,153.0,255.0,625.0,890.0,36.0,599.0,26.0,24.0,26.0,28.0,31.0,44.0,70.0
,,,,,,,,,,,,,,2021-04-04,144.0,229.0,509.0,677.0,19.0,382.0,26.0,10.0,31.0,36.0,21.0,31.0,76.0
,,,,,,,,,,,,,,2021-04-05,113.0,242.0,423.0,633.0,18.0,346.0,22.0,4.0,26.0,30.0,20.0,35.0,54.0
,,,,,,,,,,,,,,2021-04-06,131.0,305.0,581.0,588.0,22.0,397.0,18.0,19.0,34.0,54.0,39.0,59.0,316.0
,,,,,,,,,,,,,,2021-04-07,170.0,315.0,647.0,1118.0,20.0,425.0,48.0,14.0,27.0,42.0,67.0,49.0,491.0
,,,,,,,,,,,,,,2021-04-08,118.0,388.0,556.0,1457.0,21.0,506.0,40.0,20.0,38.0,51.0,61.0,59.0,253.0
,,,,,,,,,,,,,,2021-04-09,134.0,291.0,564.0,717.0,21.0,429.0,25.0,24.0,26.0,42.0,44.0,51.0,188.0
,,,,,,,,,,,,,,2021-04-10,121.0,280.0,585.0,734.0,13.0,383.0,23.0,18.0,26.0,54.0,39.0,53.0,188.0
,,,,,,,,,,,,,,2021-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,2021-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,2021-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,2021-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,2021-04-15,125.0,425.0,695.0,5981.0,18.0,512.0,36.0,16.0,29.0,76.0,38.0,56.0,371.0
,,,,,,,,,,,,,,2021-04-16,144.0,381.0,735.0,7672.0,25.0,723.0,36.0,20.0,27.0,103.0,33.0,59.0,271.0
,,,,,,,,,,,,,,2021-04-17,157.0,558.0,781.0,27183.0,18.0,502.0,71.0,25.0,43.0,102.0,21.0,62.0,295.0
,,,,,,,,,,,,,,2021-04-18,152.0,454.0,624.0,12395.0,12.0,430.0,63.0,32.0,62.0,163.0,28.0,46.0,188.0
,,,,,,,,,,,,,,2021-04-19,156.0,434.0,921.0,9711.0,13.0,547.0,45.0,22.0,43.0,103.0,29.0,58.0,283.0
,,,,,,,,,,,,,,2021-04-20,151.0,569.0,744.0,14279.0,22.0,536.0,49.0,30.0,67.0,119.0,43.0,41.0,209.0
,,,,,,,,,,,,,,2021-04-21,165.0,625.0,798.0,24457.0,14.0,565.0,48.0,19.0,41.0,77.0,31.0,68.0,198.0
,,,,,,,,,,,,,,2021-04-22,138.0,577.0,733.0,8793.0,20.0,645.0,42.0,51.0,33.0,95.0,35.0,85.0,182.0
,,,,,,,,,,,,,,2021-04-23,148.0,451.0,832.0,9760.0,20.0,843.0,39.0,31.0,19.0,75.0,43.0,61.0,205.0
,,,,,,,,,,,,,,2021-04-24,153.0,445.0,1142.0,11235.0,16.0,706.0,39.0,27.0,16.0,76.0,28.0,58.0,192.0
,,,,,,,,,,,,,,2021-04-25,121.0,359.0,633.0,5962.0,20.0,510.0,32.0,22.0,26.0,57.0,36.0,60.0,135.0
,,,,,,,,,,,,,,2021-04-26,116.0,393.0,632.0,4838.0,20.0,533.0,39.0,24.0,34.0,55.0,33.0,55.0,181.0
,,,,,,,,,,,,,,2021-04-27,160.0,431.0,811.0,3666.0,18.0,632.0,38.0,36.0,39.0,90.0,34.0,73.0,169.0
,,,,,,,,,,,,,,2021-04-28,157.0,377.0,663.0,3738.0,20.0,651.0,44.0,45.0,41.0,65.0,36.0,50.0,164.0
,,,,,,,,,,,,,,2021-04-29,159.0,355.0,669.0,5686.0,20.0,782.0,31.0,67.0,24.0,57.0,33.0,64.0,137.0
,,,,,,,,,,,,,,2021-04-30,231.0,350.0,634.0,3828.0,20.0,811.0,47.0,53.0,32.0,74.0,46.0,80.0,164.0
,,,,,,,,,,,,,,2021-05-01,182.0,310.0,653.0,4160.0,18.0,666.0,28.0,36.0,29.0,58.0,38.0,58.0,242.0
,,,,,,,,,,,,,,2021-05-02,146.0,329.0,548.0,6629.0,11.0,740.0,34.0,25.0,18.0,54.0,28.0,51.0,143.0
,,,,,,,,,,,,,,2021-05-03,148.0,322.0,508.0,5989.0,16.0,633.0,32.0,10.0,21.0,62.0,29.0,45.0,128.0
,,,,,,,,,,,,,,2021-05-04,156.0,368.0,628.0,8526.0,22.0,1389.0,46.0,34.0,27.0,66.0,36.0,49.0,183.0
,,,,,,,,,,,,,,2021-05-05,152.0,451.0,676.0,19895.0,18.0,1069.0,47.0,21.0,30.0,65.0,36.0,56.0,206.0
,,,,,,,,,,,,,,2021-05-06,168.0,569.0,646.0,21580.0,32.0,773.0,81.0,40.0,32.0,74.0,38.0,56.0,193.0
,,,,,,,,,,,,,,2021-05-07,233.0,485.0,663.0,10644.0,54.0,770.0,61.0,35.0,35.0,89.0,55.0,63.0,273.0
,,,,,,,,,,,,,,2021-05-08,240.0,489.0,652.0,12764.0,41.0,732.0,55.0,37.0,27.0,120.0,44.0,95.0,186.0
,,,,,,,,,,,,,,2021-05-09,176.0,472.0,529.0,15838.0,29.0,746.0,45.0,20.0,22.0,44.0,41.0,59.0,128.0
,,,,,,,,,,,,,,2021-05-10,247.0,457.0,531.0,34227.0,23.0,769.0,33.0,27.0,16.0,63.0,38.0,61.0,150.0
,,,,,,,,,,,,,,2021-05-11,243.0,654.0,656.0,11458.0,31.0,1246.0,107.0,26.0,34.0,54.0,66.0,63.0,188.0
,,,,,,,,,,,,,,2021-05-12,216.0,692.0,648.0,10214.0,55.0,788.0,56.0,32.0,25.0,73.0,35.0,62.0,132.0
,,,,,,,,,,,,,,2021-05-13,248.0,549.0,638.0,7672.0,63.0,987.0,55.0,36.0,31.0,58.0,37.0,60.0,141.0
,,,,,,,,,,,,,,2021-05-14,597.0,491.0,1486.0,12528.0,36.0,959.0,50.0,49.0,27.0,66.0,36.0,74.0,211.0
,,,,,,,,,,,,,,2021-05-15,364.0,452.0,808.0,10400.0,23.0,656.0,46.0,35.0,24.0,56.0,40.0,78.0,179.0
,,,,,,,,,,,,,,2021-05-16,529.0,384.0,705.0,4785.0,16.0,529.0,27.0,26.0,16.0,50.0,25.0,55.0,193.0
,,,,,,,,,,,,,,2021-05-17,453.0,401.0,937.0,5482.0,19.0,638.0,31.0,45.0,15.0,57.0,29.0,56.0,147.0
,,,,,,,,,,,,,,2021-05-18,337.0,457.0,1303.0,4790.0,20.0,789.0,33.0,32.0,28.0,57.0,28.0,71.0,166.0
,,,,,,,,,,,,,,2021-05-19,315.0,449.0,874.0,4027.0,14.0,622.0,36.0,32.0,23.0,61.0,25.0,73.0,198.0
,,,,,,,,,,,,,,2021-05-20,332.0,811.0,2049.0,11205.0,18.0,1385.0,63.0,40.0,29.0,87.0,37.0,79.0,280.0
,,,,,,,,,,,,,,2021-05-21,298.0,496.0,1099.0,6160.0,24.0,834.0,46.0,27.0,22.0,62.0,24.0,96.0,225.0
,,,,,,,,,,,,,,2021-05-22,220.0,403.0,1023.0,4371.0,9.0,736.0,47.0,22.0,22.0,52.0,21.0,110.0,195.0
,,,,,,,,,,,,,,2021-05-23,160.0,282.0,840.0,3550.0,27.0,560.0,31.0,20.0,26.0,47.0,20.0,70.0,174.0
