Date,DOGE,ADA,BNB,BTC,EOS,ETH,LTC,IOTA,NEO,VET,XLM,XMR,XRP
2019-11-17,-0.007899232347625684,0.027883448982879866,-0.0010783494348238776,0.003177685309578848,0.0045718084753469945,0.00961217584869356,0.01706155144765109,0.004761701931768281,-0.024271298407911424,0.056769837965621406,0.0032073783249448873,0.0022121433865338602,0.005166895810781336
2019-11-18,-0.02756682983265435,-0.036295074727389576,-0.04770888119776773,-0.03182423936811851,-0.058566349125114936,-0.024939192061352422,-0.04765322840222552,-0.02339048199724525,-0.05833578570157538,-0.027316209263842595,-0.05459875878969456,-0.04559015047804582,-0.036863031264140256
2019-11-19,-0.010929070532190721,-0.029187655198915863,-0.03227888196486761,-0.01249037483827209,-0.023490285959344215,-0.017340762060564785,-0.02093854020510033,-0.023291439414169002,0.026170907215798067,-0.07748307858552561,-0.03809344994791486,-0.006946212486893977,0.0033076083600047657
2019-11-20,0.003134798805372263,-0.03258769008690665,-0.02880289948749226,-0.022039071634397445,-0.017639724716998817,-0.009951562204530973,-0.006005721035911904,-0.02162566778723818,-0.020347199436185015,-0.12145831814171615,-0.003794203541504171,-0.012156931586761566,-0.02022657679919493
2019-11-21,-0.05219972599343059,-0.06969043576663081,-0.07612707182711853,-0.04908676807507817,-0.09174055506917589,-0.08449429976715539,-0.08307885093047895,-0.061727637910887756,-0.0434736464341019,-0.06944549409447287,-0.0600723103216132,-0.07310924233697769,-0.03069333906230942
2019-11-22,-0.02673509274668806,-0.03330376347415953,-0.07767261282591775,-0.046352064680743155,-0.07077953308579932,-0.07185278083449642,-0.06637082662302918,-0.08153880808648517,-0.13162104941532338,-0.09951542248058143,-0.035998440772531115,-0.05462287843548408,-0.051197003050479806
2019-11-23,0.05878001676165834,0.03166204790392513,0.05237231161809319,0.013776814912199953,0.034372628236104874,0.020743309604893234,0.022653191557140406,0.03844153977329401,0.044534024768213776,0.1123183655270461,0.014382975324261249,0.016329446894829847,0.019616352370786183
2019-11-24,-0.057510712592931945,-0.07456347943516617,-0.07200569702617665,-0.048450125249269504,-0.10601979510072412,-0.07147679586569922,-0.08507339513565304,-0.0680032506314221,-0.10239822571889912,-0.09799557699752981,-0.059431534543849196,-0.07754985425926009,-0.0566315547197469
2019-11-25,-0.0339744565712774,0.012842881307367549,-0.0007464775997907402,0.013839370609199264,0.03424197528009698,0.025177192911347568,0.02420738261468225,0.030591115705262073,-0.0019009567001098127,0.11131544605823951,0.01247439216601487,0.04021374185556725,-0.020652332232192094
2019-11-26,0.0021848380987394833,0.025877321866614622,0.01687938860449556,0.010057835553423544,0.03749598065365656,0.016846644572435565,0.031000268963046196,0.0149586752947799,0.022751292169753246,0.07922029089687577,0.016496568610520956,0.0298129279197048,0.015986110696059486
2019-11-27,0.020735084130683035,0.05408856220667424,0.036116064063416164,0.04248662637162326,0.020843367812480973,0.02679506301172907,0.015437868217070161,0.0022545915781004844,0.015742432191278688,0.024765234092865462,0.008570752235754764,0.07884499983047988,0.01313001560622129
2019-11-28,-0.011178104352739915,0.003604344448362884,-0.02612240886220718,-0.009144267883065993,-0.019517798908787132,-0.008486198780532028,-0.020025840436604714,0.020597979004539413,-0.01831204960786259,-0.02507871371925674,-0.014188263454340877,-0.03512749805674309,-0.00227287482951799
2019-11-29,0.05998862703559382,0.055414669911428405,0.03693545168466361,0.03917091009698126,0.059487732843604424,0.023364738284663567,0.03799251853655328,0.010720758876459513,0.046614663468247386,0.017713328266530937,0.015795586423871466,0.03496966709134197,0.024834879797748677
2019-11-30,-0.056966824606677235,-0.024387876659798025,-0.03484978990547427,-0.024998412135447623,-0.014476288569186258,-0.017960660218318658,-0.029138774799763567,-0.04677113090568463,-0.04065622023899307,-0.06358410225999211,0.008232854831980774,-0.021464799531652368,-0.016392194340994815
2019-12-01,-0.012142386825725104,-0.02094762392762206,-0.014072574965069862,-0.01938678239209679,0.007373422182108236,-0.00891573038420912,0.004953228332128745,-0.01781276784167396,-0.009272922617117985,0.1570304008691341,-0.026487451840888188,-0.021775702101977323,-0.0050508399633844014
2019-12-02,-0.025183570786960985,-0.03944202240556827,-0.019843982443041863,-0.013875477081819909,-0.03387611688080239,-0.014165820279102626,-0.04050997005730084,0.001228703437251788,-0.034883120972893256,0.04296865778893899,-0.03511222643307432,0.00827747881676233,-0.02585812313877378
2019-12-03,-0.008086297431358247,-0.00365919879688148,0.007717582154346481,-0.0002517082600519416,0.006786135913007696,-0.007425483003835609,-0.009548769671722912,-0.012634532860820169,0.0023816504674951666,-0.06165814416067139,-0.001749094664987183,-0.011261290333246965,0.0013152776608227335
2019-12-04,-0.00406780221932479,-0.013595175008730642,-0.001933864649135586,-0.009348132562198685,-0.02049739003826878,-0.008202705823969758,-0.004165679309988235,-0.02968948269494831,-0.031058556294674133,-0.007315531441877354,-0.010071988842697444,-0.0070468145948132666,-0.016148240257804813
2019-12-05,0.006770506567210788,0.012381262366921053,0.031111863853691357,0.026704767726592138,0.020591333843668624,0.016900933303539034,0.0024021115751007294,0.03530886011642531,0.01062844301811916,-0.0047622573587542405,0.0017847972503384213,0.017842176933356324,0.02996062702317226
2019-12-06,0.001348617871292923,0.011708014246488485,-0.0032750727640959987,0.013162839325316256,0.011593227523207683,-0.0003655634135473207,0.00810101981471023,-0.00011198126516442919,-0.004786679735291788,0.007350324942814623,-0.008865145896199245,0.004422985974418925,0.011493482274683275
2019-12-07,0.0017953326186743723,0.011417722708495948,-0.0028180563951636373,0.0012237394883527486,0.0017521381603604613,-0.002861334203759114,-0.000648971695959677,0.0030724977500098394,0.0248410495710063,-0.011118445343381467,0.000726638601947549,0.008765181437259795,0.01295314949657489
2019-12-08,0.0035810244177065798,0.004916038470236028,0.0004745767927603062,0.0010723690710410239,0.006818544651804315,0.016642339980158738,0.006822676870089861,0.008011046491117835,0.011290434932259785,0.04291650343917386,0.019137274688192818,-0.008811748259579755,0.008673345864350868
2019-12-09,-0.013495481474884663,-0.03833992626009897,-0.014522219668368308,-0.021844253709957684,-0.031468487862762906,-0.020298884060339084,-0.022306537979508434,-0.02043672165066268,-0.03404537567698984,-0.04262614339067561,-0.03042321050992003,0.0012444099270374487,-0.021861551032504423
2019-12-10,-0.001813237124181022,-0.023675335458640312,-0.03221000083150649,-0.01672899913137016,-0.018463561343063373,-0.013298543991158596,-0.006586103892809447,-0.02329999749698608,-0.01956632954247306,-0.0963849333680491,-0.015603192814335642,-0.02428494244279067,-0.00511391785841675
2019-12-11,-0.008658062743115202,0.001337683277779611,-0.009019777186849876,-0.008373983843039667,-0.01704048176481132,-0.018346640197058228,-0.015770582659508037,-0.0005031902366503527,-0.008342130017249705,-0.031996233280158215,-0.017216015197052847,0.0011363930258410093,-0.01007726599846337
2019-12-12,0.0013720560121814884,0.0018534170859347832,-0.0004307297393375542,0.0035554716239936113,0.0064949654263248835,0.013803256088897875,0.0031006342420005772,-0.020189148669587542,0.014874814938412584,0.03167648907279741,0.0005502167803137503,0.00448871246302307,-0.009929660326035705
2019-12-13,-0.005959220019087219,0.01042931802954028,0.004079689232296957,0.00365887880222715,0.011367028343743035,-0.004538013857096956,0.008322663117437568,-0.0015830839513595318,0.02756292436226815,-0.0631962819536005,0.0050893583567761524,-0.01297524898480873,0.004067057492761261
2019-12-14,-0.0023014969882790837,-0.018522321873252423,-0.025439165541192743,-0.02014895612815515,-0.016765790397096247,-0.014422871180955532,-0.016522347810569826,-0.019320960627657646,-0.00543829258984152,-0.06837258066013696,-0.025167815120766157,-0.019688086579781938,-0.015516926985406077
